time,price_resid,price_fitted
2021-06-27,-7.050624683447393e-4,0.004922698412548174
2021-07-04,0.00625125847863709,0.004632063678756204
2021-07-11,0.0033305922151566224,0.004961329257952132
2021-07-18,0.001657837257898075,0.004105867458851954
2021-07-25,-0.005553487046173133,0.0014399477203809628
2021-08-01,-0.006122580487528307,0.003646310134264941
2021-08-08,0.0038992163170213927,0.0018692380797190595
2021-08-15,-0.002841328865918545,3.73207497834825e-4
2021-08-22,0.005877526342541453,-0.004231435435872668
2021-08-29,0.006044579802992195,-0.0019411682183998191
2021-09-05,-0.008957906711444108,7.34176153831723e-4
2021-09-12,-0.005256088620447736,-5.410290638781564e-4
2021-09-19,5.673357334709529e-4,0.0027494168925228935
2021-09-26,-0.0027652144223864646,0.00524557948071851
2021-10-03,0.005989613402189988,0.003052782776258387
2021-10-10,-0.0018023036450220292,0.005070280409638016
2021-10-17,0.010917025383390823,0.005264557467851004
2021-10-24,0.01299043608188657,0.004511999567886149
2021-10-31,-1.1288435032524738e-4,0.003262493253221531
2021-11-07,3.191153822071605e-4,0.0012519768498340553
2021-11-14,-0.0017724802959924787,0.0017724802959924787
2021-11-21,-0.002058178053640968,0.002058178053640968
2021-11-28,-2.478131243242241e-4,2.478131243242241e-4
2021-12-05,-0.00880326829126863,-0.006222716274955763
2021-12-12,-0.002400035371883457,-0.0031932672646277976
2021-12-19,0.005603598092125853,-0.0016051921254305358
2021-12-26,-0.003441057098717184,-0.0021611984499527036
2022-01-02,-6.120753892762832e-4,6.120753892762832e-4
2022-01-09,-6.291754177642291e-4,0.0014314217504021527
2022-01-16,0.004438282617474373,3.617265985575912e-4
2022-01-23,8.531098324038336e-4,0.005511271236447343
2022-01-30,0.004537198048968616,0.005719302118220537
2022-02-06,0.014776795489337365,0.004656385049153604
2022-02-13,0.0010118104517519723,0.005892704894792487
2022-02-20,0.0016695171038952398,0.005946665941413182
2022-02-27,0.0023691734447217807,0.0014172756077813573
2022-03-06,0.015348332092870474,0.007074131962961895
2022-03-13,0.047648729927147644,0.013975348789432067
2022-03-20,0.005405655860607669,0.004964295345489181
2022-03-27,0.003246435566250247,0.006336115514746013
2022-04-03,0.0034926105345710894,0.0059989861470004235
2022-04-10,-0.012134218202702154,-0.0021371759026306923
2022-04-17,-0.014282056068980403,0.0011919621631753356
2022-04-24,-0.007484643016288712,0.007484643016288712
2022-05-01,-2.5825169683216714e-4,0.0016442533047092193
2022-05-08,0.008343510032605065,0.006777052961220184
2022-05-15,0.00612459706320583,0.006752571726997456
2022-05-22,0.013587376089262098,0.004431129413416264
2022-05-29,0.008007611092494923,0.004480227825710451
2022-06-05,0.015134629498022134,0.009382727577326722
2022-06-12,0.005088183034178081,0.011347079451734236
2022-06-19,0.005430090211822588,0.008886992187669442
2022-06-26,0.0013713489932744333,-0.0019895870346045325
2022-07-03,0.0025950767253706897,-0.0038327006457207847
2022-07-10,-0.009588434223646662,-0.0016196532180978458
2022-07-17,-0.00522965662584445,-0.0010517710627588415
2022-07-24,-0.006202147082383382,0.0011484408116165376
2022-07-31,-0.010461658124565966,-0.0035691842970779087
2022-08-07,-0.005932319846189375,-0.010907456330125118
2022-08-14,-0.003964455480691462,-0.003246326336670327
2022-08-21,-0.006048322593991349,-0.001214832478481755
2022-08-28,0.0014622891510093,-0.0014622891510093
2022-09-04,-0.015259943146701047,-0.0021201734832158505
2022-09-11,-0.01673029865326143,-0.00439484809992912
2022-09-18,-0.019157623616077448,-0.004889536166756889
2022-09-25,-0.018600463073403396,5.909362060623653e-4
2022-10-02,-0.01610828005677189,0.0012009919109711095
2022-10-09,-0.0158126033732568,0.005700404652038197
2022-10-16,-0.00774757133876984,0.008336586228424744
2022-10-23,-0.006145250656332926,-5.677749309856723e-5
2022-10-30,-0.007406672688943271,0.0012404631880852711
2022-11-06,-0.008198382195044228,0.007751154996176755
2022-11-13,-7.898401112537018e-4,3.424128107245444e-4
2022-11-20,0.0032427893376601315,-0.004362234209964774
2022-11-27,0.009551606319527403,-0.004189663178141909
2022-12-04,-0.00521661443853283,-0.007866217100601536
2022-12-11,-0.01887400279966094,-0.010602780080000661
2022-12-18,-0.013852829458774361,-0.010227709772156425
2022-12-25,-0.0025882392393875744,-0.013255894719663024
